"time","obs"
1991.10025684932,0.363
1991.1015696347,0.357
1991.10159627093,0.419
1991.10163242009,0.405
1991.10165334855,0.373
1991.10193873668,0.32
1991.10195966514,0.246
1991.10198820396,0.169
1991.10199581431,0.156
1991.10201674277,0.169
1991.1020890411,0.246
1991.10213850837,0.32
1991.10236872146,0.352
1991.10238013699,0.405
1991.1024238965,0.689
1991.10253805175,0.867
1991.10267503805,0.615
1991.10279680365,0.432
1991.10309550989,0.405
1991.10467846271,0.331
1991.10496385084,0.419
1991.10652016743,0.373
1991.10730593607,0.394
1991.10739916286,0.352
1991.10877473364,0.389
1991.10961567732,0.363
1991.11347031963,0.405
1991.11351217656,0.487
1991.11372526636,0.487
1991.11409817352,0.368
1991.115152207,0.315
1991.11526826484,0.262
1991.11552511416,0.238
1991.11560121766,0.273
1991.11592275495,0.331
1991.11612252664,0.432
1991.11619672755,0.78
1991.11621004566,0.857
1991.11632990868,0.78
1991.11637937595,0.673
1991.11652587519,0.542
1991.1167218417,0.389
1991.11698059361,0.336
1991.11837709285,0.299
1991.11880707763,0.357
1991.11881849315,0.521
1991.11899923897,0.698
1991.11906773212,0.542
1991.1191609589,0.368
1991.12102359209,0.368
1991.12157534247,0.405
1991.12165905632,0.78
1991.12166666667,0.828
1991.12194444444,0.487
1991.12217465753,0.357
1991.12237442922,0.331
1991.12380136986,0.262
1991.12390030441,0.234
1991.12401445967,0.246
1991.12442922374,0.304
1991.12478500761,0.755
1991.12490106545,0.542
1991.125,0.389
1991.12508371385,0.363
1991.1254261796,0.336
1991.1264326484,0.315
1991.12699581431,0.246
1991.12725456621,0.331
1991.1274238965,0.494
1991.1275608828,0.528
1991.12781773212,0.432
1991.12812975647,0.384
1991.12959284627,0.405
1991.12985159817,0.615
1991.12994292237,1.07
1991.12996575342,1.21
1991.13011605784,1.47
1991.13082952816,2.42
1991.1311434551,2.36
1991.13209094368,1.85
1991.13297945205,1.59
1991.13432267884,1.5
1991.13449200913,1.33
1991.13668188737,1.69
1991.13794710807,1.74
1991.13801369863,1.94
1991.13832001522,1.85
1991.13909817352,2.56
1991.13910578387,2.47
1991.13933599696,2.37
1991.13955479452,1.99
1991.13964041096,2.02
1991.14070776256,2.06
1991.14090943683,2.12
1991.14130327245,1.98
1991.14347412481,1.85
1991.14357496195,2.11
1991.14421803653,2.41
1991.14752473364,1.97
1991.14807267884,2.12
1991.14981925419,1.85
1991.15168378995,1.81
1991.15179604262,1.7
1991.15429414003,1.6
1991.15459284627,1.4
1991.15479452055,1.08
1991.1549086758,1.17
1991.1550913242,1.13
1991.15561263318,1.16
1991.1560064688,1.04
1991.15651445967,1.07
1991.15716324201,1.2
1991.15721841705,1.45
1991.15739155251,1.39
1991.15753424658,1.26
1991.15813356164,0.944
1991.158445586,0.944
1991.15878805175,1.01
1991.15969368341,1.07
1991.15990296804,1.18
1991.15995814307,1.38
1991.15999429224,1.38
1991.16064307458,0.954
1991.16074961948,1.03
1991.16124238965,0.993
1991.16215753425,1.08
1991.16241248097,1.25
1991.1624695586,1.49
1991.16267884323,1.4
1991.16273592085,1.33
1991.16347792998,1.03
1991.16354452055,1.07
1991.16495243531,0.954
1991.16538242009,1.19
1991.16543759513,1.45
1991.16561073059,1.39
1991.16633371385,1.07
1991.16746575342,0.954
1991.16797754947,1.11
1991.16803462709,1.36
1991.16807838661,1.36
1991.16826484018,1.21
1991.16869292237,1
1991.16876331811,0.886
1991.16886225266,0.954
1991.1695281583,0.915
1991.17087138508,1.07
1991.17091704718,1.33
1991.17111681887,1.28
1991.17165905632,0.877
1991.17172564688,0.954
1991.17464231355,0.857
1991.17996575342,0.848
1991.1813565449,0.615
1991.18180175038,0.78
1991.18193302892,1.16
1991.18199010655,1.19
1991.18210616438,0.993
1991.18230593607,0.848
1991.18240487062,0.673
1991.18248858447,0.747
1991.1829109589,0.799
1991.18308980213,0.665
1991.18333333333,0.593
1991.18348934551,0.648
1991.18418759513,0.656
1991.18419710807,0.586
1991.18425038052,0.615
1991.18457001522,1.07
1991.18464611872,1.2
1991.18513127854,1.21
1991.18557648402,1.76
1991.18611491629,2.02
1991.18630136986,1.99
1991.18688165906,2.88
1991.18693873668,3.38
1991.1873934551,3.3
1991.18827054795,2.66
1991.18874238965,2.5
1991.19142313546,1.85
1991.19364535769,1.6
1991.19367579909,1.74
1991.19373097412,1.77
1991.19399543379,1.48
1991.19560502283,1.58
1991.19563165906,1.78
1991.19564497717,1.78
1991.19571347032,1.59
1991.19696156773,1.39
1991.20438736682,1.01
1991.20539383562,1.08
1991.20552321157,0.983
1991.20724885845,0.983
1991.20770357686,0.877
1991.20899162861,1.07
1991.20912480974,1.11
1991.20921042618,1.07
1991.21007229833,0.944
1991.2116152968,0.935
1991.21190068493,0.993
1991.21195776256,1.41
1991.21253614916,0.886
1991.21259322679,0.755
1991.21285197869,0.714
1991.21450342466,0.819
1991.21478310502,1.3
1991.21489726027,1.09
1991.21529490107,0.906
1991.21535197869,0.747
1991.21563736682,0.656
1991.21601027397,0.698
1991.21663812785,1.03
1991.21699391172,1.07
1991.21732305936,1.29
1991.21736111111,1.54
1991.21738584475,1.54
1991.21750380518,1.38
1991.21861491629,0.993
1991.2186738965,0.886
1991.21884322679,0.838
1991.22006659056,1.07
1991.22011986301,1.42
1991.22059360731,1.04
1991.22114916286,0.954
1991.22163812785,1.11
1991.22243150685,1.95
1991.22281012177,3.91
1991.22319063927,3.36
1991.22457572298,2.5
1991.22488394216,2.42
1991.2301369863,1.85
1991.23607305936,1.32
1991.23648211568,1.49
1991.23652777778,1.85
1991.23672564688,1.7
1991.2388565449,1.38
1991.24150114155,1.17
1991.24179033486,1.27
1991.24238774734,1.38
1991.24276636225,1.25
1991.24413432268,1.07
1991.24438546423,1.15
1991.24480403349,1.39
1991.24634703196,0.925
1991.24688926941,0.915
1991.24691780822,0.973
1991.24760273973,1.2
1991.24765410959,1.39
1991.24834094368,1.07
1991.24886415525,0.993
1991.24988394216,0.935
1991.25029109589,1.07
1991.25034246575,1.41
1991.25089231355,1.01
1991.25271689498,0.799
1991.2528805175,0.935
1991.25295281583,1.37
1991.25308219178,1.15
1991.25342846271,1.07
1991.25442351598,0.755
1991.2551369863,0.739
1991.25516362253,0.586
1991.25522070015,0.79
1991.25564878234,0.838
1991.25567922374,1.19
1991.25570585997,1.32
1991.2557629376,1.32
1991.25582191781,1.14
1991.2564783105,0.819
1991.25710616438,0.714
1991.25767503805,0.689
1991.25810312024,0.772
1991.25813356164,0.632
1991.25816019787,0.747
1991.25835996956,0.79
1991.25841894977,1.24
1991.25867579909,1.02
1991.25890410959,0.973
1991.25896118721,0.867
1991.25924657534,0.867
1991.25927321157,0.799
1991.25941780822,0.706
1991.25981544901,0.706
1991.25984589041,0.764
1991.26033105023,1.02
1991.26035768645,1.13
1991.26038812785,1.07
1991.26070015221,1.02
1991.26073059361,0.79
1991.26075722983,0.993
1991.26135844749,0.944
1991.2613717656,0.877
1991.26401255708,0.819
1991.264054414,1.07
1991.26406773212,1.14
1991.26409817352,1.19
1991.26435502283,0.983
1991.26444063927,0.731
1991.2644977169,0.689
1991.26575342466,0.714
1991.26675228311,1.09
1991.26678082192,1.19
1991.26695776256,1.07
1991.26709474886,0.632
1991.26766552511,0.549
1991.26769216134,0.6
1991.26777968037,0.64
1991.26903538813,0.656
1991.26906202435,0.557
1991.26911910198,0.689
1991.26974695586,0.648
1991.26980403349,0.954
1991.26988964992,1.09
1991.26994672755,0.935
1991.27026255708,0.772
1991.27034627093,0.571
1991.27093987823,0.542
1991.27129756469,0.615
1991.27131659056,0.673
1991.2714174277,0.615
1991.27163242009,0.579
1991.27165905632,0.494
1991.27168949772,0.571
1991.27268455099,0.632
1991.27448630137,0.571
1991.27705479452,0.579
1991.27708143075,0.528
1991.27711187215,0.347
1991.27712138508,0.405
1991.27713850837,0.521
1991.27782343988,0.557
1991.27979452055,0.542
1991.27983066971,0.405
1991.27985159817,0.368
1991.27985920852,0.405
1991.2798782344,0.521
1991.28241818874,0.521
1991.28829718417,0.467
1991.2883085997,0.405
1991.28832762557,0.331
1991.28835616438,0.331
1991.28838280061,0.48
1991.29101027397,0.439
1991.29868721461,0.405
1991.29914383562,0.412
1991.30143645358,0.542
1991.30145357686,0.6
1991.3015391933,0.528
1991.30739155251,0.542
1991.30744863014,0.363
1991.30747526636,0.467
1991.30753424658,0.501
1991.30870243531,0.501
1991.30873287671,0.453
1991.30967275495,0.46
1991.3100456621,0.453
1991.31241248097,0.439
1991.31343987823,0.412
1991.31632229833,0.389
1991.31637937595,0.336
1991.31666476408,0.31
1991.31669520548,0.347
1991.31678082192,0.373
1991.31826484018,0.405
1991.32063546423,0.405
1991.32066210046,0.501
1991.32068873668,0.439
1991.3207477169,0.4
1991.32651065449,0.419
1991.32651445967,0.405
1991.32654109589,0.315
1991.3265696347,0.315
1991.32659627093,0.379
1991.32665334855,0.405
1991.32913622527,0.373
1991.32919330289,0.257
1991.32922374429,0.336
1991.32928082192,0.363
1991.33139079148,0.487
1991.33142123288,0.586
1991.3314478691,0.528
1991.33162100457,0.549
1991.33316019787,0.515
1991.33319063927,0.615
1991.33327625571,0.656
1991.33461567732,0.586
1991.33463660578,0.405
1991.33464611872,0.347
1991.33467275495,0.501
1991.33470319635,0.535
1991.33574961948,0.564
1991.33578006088,0.508
1991.33695015221,0.439
1991.33744292237,0.432
1991.33960996956,0.439
1991.3397260274,0.419
1991.34155251142,0.46
1991.34157914764,0.508
1991.34577435312,0.446
1991.34578006088,0.405
1991.34580479452,0.251
1991.34583143075,0.368
1991.34586187215,0.405
1991.34597412481,0.439
1991.35080289193,0.405
1991.35082572298,0.487
1991.3508542618,0.426
1991.35163622527,0.405
1991.35165334855,0.432
1991.3524543379,0.467
1991.35662100457,0.379
1991.35667808219,0.283
1991.356706621,0.347
1991.35676369863,0.379
1991.35804794521,0.352
1991.35806697108,0.405
1991.35810312024,0.542
1991.35813546423,0.615
1991.35819063927,0.896
1991.35821917808,0.944
1991.35830289193,0.755
1991.3591609589,0.557
1991.36164383562,0.439
1991.36489726027,0.432
1991.36492579909,0.389
1991.36495243531,0.315
1991.36498287671,0.373
1991.36503995434,0.4
1991.3702891933,0.394
1991.37034627093,0.278
1991.37037671233,0.336
1991.37046232877,0.363
1991.373597793,0.405
1991.37382990868,0.467
1991.37534246575,0.501
1991.37949010654,0.405
1991.38695776256,0.262
1991.3876978691,0.294
1991.39009512938,0.273
1991.39012557078,0.304
1991.39178082192,0.262
1991.39546232877,0.262
1991.39897260274,0.231
1991.4033085997,0.211
1991.41777968037,0.208
1991.41917808219,0.181
1991.42246004566,0.196
1991.42375761035,0.177
1991.42897450533,0.173
1991.43088089802,0.184
1991.43093607306,0.246
1991.43102359209,0.384
1991.43156582953,0.384
1991.43222031963,0.246
1991.43427511416,0.251
1991.43521879756,0.304
1991.43561834094,0.368
1991.44152587519,0.246
1991.44460806697,0.2
1991.4446347032,0.167
1991.44466324201,0.169
1991.44495053272,0.208
1991.44714611872,0.167
1991.44940639269,0.169
1991.44942922374,0.192
1991.44971841705,0.169
1991.4497716895,0.135
1991.44985920852,0.163
1991.45215753425,0.169
1991.45216894977,0.181
1991.4524543379,0.165
1991.45251141553,0.124
1991.45251902588,0.127
1991.45256849315,0.159
1991.45802130898,0.154
1991.45836377473,0.184
1991.45847412481,0.246
1991.45861872146,0.357
1991.45881849315,0.412
1991.45990296804,0.273
1991.46084474886,0.246
1991.46087328767,0.196
1991.46113013699,0.215
1991.46127283105,0.294
1991.46355593607,0.262
1991.46356354642,0.246
1991.46358447489,0.215
1991.46401255708,0.262
1991.46443493151,0.246
1991.46584094368,0.208
1991.46586757991,0.231
1991.46624048706,0.188
1991.4662652207,0.169
1991.46632420091,0.144
1991.46637366819,0.169
1991.46640981735,0.204
1991.46755327245,0.184
1991.47489155251,0.169
1991.47491438356,0.204
1991.47614916286,0.169
1991.47628424658,0.238
1991.47871194825,0.204
1991.4787195586,0.246
1991.47874238965,0.405
1991.4787804414,0.78
1991.47882420091,1.27
1991.47891171994,1.26
1991.47897640791,1.07
1991.47913812785,0.673
1991.47936643836,0.48
1991.47982305936,0.352
1991.48010844749,0.326
1991.48036339422,0.262
1991.4809303653,0.246
1991.48433409437,0.177
1991.48613013699,0.188
1991.48621575342,0.238
1991.49072488584,0.188
1991.49092465753,0.227
1991.49095129376,0.246
1991.4910673516,0.368
1991.49195205479,0.288
1991.49403158295,0.246
1991.49922945205,0.169
1991.49925989346,0.14
1991.49940258752,0.163
1991.5029109589,0.161
1991.50292998478,0.146
1991.51843417047,0.123
1991.51846461187,0.111
1991.51863394216,0.126
1991.52351598174,0.105
1991.52394406393,0.118
1991.52397260274,0.138
1991.52476598174,0.127
1991.52651065449,0.113
1991.52654109589,0.138
1991.52691210046,0.12
1991.52888127854,0.113
1991.52893835616,0.097
1991.52916666667,0.105
1991.52922374429,0.131
1991.52930936073,0.123
1991.53273401826,0.129
1991.53276255708,0.152
1991.53281773212,0.152
1991.53284817352,0.138
1991.53316019787,0.119
1991.53735730594,0.118
1991.53738584475,0.105
1991.53767123288,0.118
1991.53966704718,0.111
1991.5397260274,0.097
1991.54006849315,0.102
1991.54012557078,0.131
1991.54016171994,0.127
1991.5401826484,0.12
1991.54246575342,0.105
1991.54252283105,0.088
1991.54283675799,0.107
1991.5428652968,0.131
1991.54290144597,0.127
1991.54292237443,0.122
1991.54303462709,0.115
1991.54511986301,0.11
1991.54520547945,0.089
1991.54557648402,0.103
1991.54563165906,0.127
1991.5457477169,0.114
1991.54794520548,0.101
1991.54800228311,0.086
1991.54828767123,0.093
1991.54834474886,0.113
1991.55071347032,0.099
1991.55074200913,0.109
1991.55662100457,0.09
1991.55804794521,0.097
1991.55927321157,0.086
1991.55936073059,0.113
1991.55947298326,0.099
1991.56170091324,0.101
1991.56175799087,0.078
1991.56181506849,0.078
1991.56184360731,0.089
1991.5620129376,0.095
1991.562043379,0.116
1991.5627283105,0.103
1991.56452435312,0.109
1991.56458333333,0.086
1991.56475266362,0.093
1991.56480974125,0.115
1991.56503995434,0.095
1991.56726407915,0.107
1991.56729452055,0.094
1991.56732305936,0.094
1991.56746575342,0.127
1991.56749238965,0.163
1991.56754946728,0.163
1991.56757990868,0.148
1991.56797945205,0.127
1991.57000380518,0.118
1991.5700152207,0.127
1991.57003424658,0.152
1991.57006278539,0.152
1991.57017694064,0.127
1991.57091704718,0.15
1991.57183219178,0.122
1991.57571156773,0.098
1991.57576864536,0.074
1991.57582572298,0.074
1991.5758542618,0.085
1991.57605403349,0.099
1991.57689497717,0.107
1991.57690639269,0.106
1991.57825152207,0.088
1991.57828196347,0.076
1991.57845129376,0.084
1991.57865106545,0.106
1991.57868150685,0.099
1991.57993531202,0.111
1991.57999429224,0.142
1991.58093607306,0.152
1991.58096841705,0.127
1991.5809912481,0.116
1991.58119672755,0.127
1991.58122146119,0.146
1991.58242009132,0.127
1991.58361872146,0.115
1991.58364535769,0.101
1991.58393074581,0.114
1991.58396118721,0.127
1991.58498858447,0.114
1991.58641552511,0.109
1991.58644216134,0.093
1991.58667047184,0.107
1991.58670091324,0.129
1991.58678462709,0.12
1991.58912480974,0.106
1991.58915525114,0.118
1991.59517694064,0.074
1991.59523211568,0.107
1991.600456621,0.082
1991.60054223744,0.109
1991.60065639269,0.102
1991.60302321157,0.09
1991.60311073059,0.127
1991.60316590563,0.165
1991.60353881279,0.163
1991.60485730594,0.127
1991.60547945205,0.116
1991.61438356164,0.11
1991.61669520548,0.07
1991.61686453577,0.084
1991.61689497717,0.103
1991.61917808219,0.089
1991.62191780822,0.09
1991.6220585997,0.074
1991.62243150685,0.089
1991.62625380518,0.089
1991.6263108828,0.129
1991.62632039574,0.127
1991.62654109589,0.093
1991.62688165906,0.08
1991.6309912481,0.086
1991.63367579909,0.072
1991.6352739726,0.078
1991.63604261796,0.069
1991.63607305936,0.085
1991.63886986301,0.073
1991.63892503805,0.095
1991.63918188737,0.082
1991.64157914764,0.063
1991.64163812785,0.084
1991.64429223744,0.067
1991.64431887367,0.085
1991.64685882801,0.069
1991.64782914764,0.089
1991.65268074581,0.084
1991.65271118721,0.095
1991.65313546423,0.085
1991.65525114155,0.07
1991.65528158295,0.078
1991.65813356164,0.065
1991.65819063927,0.082
1991.66027587519,0.067
1991.66575532725,0.072
1991.6672108067,0.086
1991.66849505327,0.072
1991.66995053272,0.086
1991.67012366819,0.127
1991.67020738204,0.159
1991.67046613394,0.169
1991.67077625571,0.192
1991.6709303653,0.169
1991.67154680365,0.122
1991.67188926941,0.115
1991.67194634703,0.102
1991.67585616438,0.098
1991.67694063927,0.076
1991.67728310502,0.09
1991.67736872146,0.105
1991.67945395738,0.09
1991.6796803653,0.076
1991.67988203957,0.082
1991.67996575342,0.097
1991.68233637747,0.088
1991.68242009132,0.074
1991.68264840183,0.082
1991.68267884323,0.094
1991.68404870624,0.088
1991.68872716895,0.086
1991.6910673516,0.095
1991.69246575342,0.068
1991.69358066971,0.077
1991.69360730594,0.094
1991.69546232877,0.089
1991.69568873668,0.113
1991.69600456621,0.116
1991.69606164384,0.097
1991.69640410959,0.103
1991.6964326484,0.118
1991.69668949772,0.103
1991.69911339422,0.082
1991.69917237443,0.101
1991.69937214612,0.101
1991.69939878234,0.127
1991.69942541857,0.169
1991.69945205479,0.246
1991.69948630137,0.379
1991.69950722983,0.405
1991.69962899543,0.615
1991.69979832572,0.656
1991.69991818874,0.542
1991.69997146119,0.648
1991.70006659056,0.542
1991.70019977169,0.405
1991.70031392694,0.315
1991.70057458143,0.246
1991.70085616438,0.192
1991.70147260274,0.169
1991.7029109589,0.14
1991.70542047184,0.126
1991.70545091324,0.114
1991.71047374429,0.102
1991.7105022831,0.114
1991.71332762557,0.101
1991.71911910198,0.095
1991.71914954338,0.102
1991.72097412481,0.085
1991.72103120244,0.103
1991.72462899543,0.095
1991.72465753425,0.084
1991.72488584475,0.097
1991.72819634703,0.105
1991.72825913242,0.127
1991.7283085997,0.154
1991.72839611872,0.154
1991.72840563166,0.169
1991.72843226788,0.246
1991.72845319635,0.331
1991.72850837139,0.515
1991.72856544901,0.515
1991.72859589041,0.432
1991.72876712329,0.357
1991.72939307458,0.267
1991.72948059361,0.234
1991.73159056317,0.14
1991.73361872146,0.119
1991.73664193303,0.127
1991.73675799087,0.154
1991.7370129376,0.184
1991.73706621005,0.246
1991.7371651446,0.405
1991.73732876712,0.78
1991.73738584475,0.944
1991.73758561644,1.26
1991.73801369863,1.2
1991.73847031963,0.848
1991.73950532725,0.615
1991.74061073059,0.384
1991.74089421613,0.384
1991.74092465753,0.288
1991.74160958904,0.288
1991.74330289193,0.246
1991.74563165906,0.204
1991.74568873668,0.267
1991.74597412481,0.368
1991.74601407915,0.405
1991.74630517504,0.78
1991.74648972603,1.09
1991.74685882801,1.2
1991.74722412481,2.5
1991.74740106545,3.17
1991.74765981735,3.17
1991.74789764079,2.92
1991.74814307458,2.5
1991.74873287671,1.68
1991.74951484018,1.16
1991.7499391172,1.07
1991.75190829528,0.722
1991.75273592085,0.64
1991.75276255708,0.706
1991.75287861492,0.706
1991.75290525114,0.648
1991.75342465753,0.535
1991.75568683409,0.405
1991.75890410959,0.262
1991.76383942161,0.231
1991.76385273973,0.246
1991.76394406393,0.405
1991.76404109589,0.632
1991.76425608828,0.78
1991.76464041096,1.27
1991.7651826484,1.33
1991.7667218417,1.01
1991.7670129376,1.07
1991.76738964992,1.85
1991.76768455099,2.84
1991.76796803653,2.84
1991.76842465753,2.5
1991.76913812785,1.68
1991.77081240487,1.47
1991.77089041096,1.58
1991.77121194825,1.39
1991.77158295282,1.21
1991.77260273973,1.01
1991.77591133942,0.755
1991.77594178082,0.6
1991.77596841705,0.673
1991.77679604262,0.673
1991.77857115677,0.542
1991.77859589041,0.426
1991.77862442922,0.426
1991.77865106545,0.515
1991.77919330289,0.549
1991.77925038052,0.731
1991.77950913242,0.64
1991.78022070015,0.698
1991.78376712329,0.542
1991.787043379,0.439
1991.78705669711,0.405
1991.78710045662,0.315
1991.78712709285,0.379
1991.78721270928,0.405
1991.78969748858,0.368
1991.78973363775,0.246
1991.78975266362,0.2
1991.78976407915,0.246
1991.78978310502,0.347
1991.79163812785,0.32
1991.79166476408,0.368
1991.79169520548,0.368
1991.79178082192,0.32
1991.79234969559,0.32
1991.79237252664,0.246
1991.79240677321,0.169
1991.79243721461,0.288
1991.7928652968,0.288
1991.79289193303,0.326
1991.79506278539,0.251
1991.79517694064,0.273
1991.79737442922,0.283
1991.79738203957,0.246
1991.79740106545,0.177
1991.79746004566,0.262
1991.79780251142,0.288
1991.79782914764,0.341
1991.79788622527,0.315
1991.79857115677,0.368
1991.80096841705,0.315
1991.80099885845,0.347
1991.8013413242,0.32
1991.80196917808,0.326
1991.80447869102,0.31
1991.80456621005,0.368
1991.80633371385,0.368
1991.80636796043,0.246
1991.80639079148,0.188
1991.8064174277,0.246
1991.8064478691,0.336
1991.80679033486,0.4
1991.80682077626,0.373
1991.80835996956,0.384
1991.81018835616,0.352
1991.8116152968,0.32
1991.81164383562,0.412
1991.81172754947,0.347
1991.81284246575,0.32
1991.81552511416,0.273
1991.81880707763,0.267
1991.82066210046,0.219
1991.82325913242,0.227
1991.82328767123,0.262
1991.82536910198,0.251
1991.8254261796,0.326
1991.82551179604,0.251
1991.82870624049,0.223
1991.8287195586,0.227
1991.83182077626,0.211
1991.83191780822,0.246
1991.83204908676,0.31
1991.83247526636,0.336
1991.83470319635,0.267
1991.83473363775,0.405
1991.83476027397,0.564
1991.83478881279,0.623
1991.83483066971,0.542
1991.83491057839,0.405
1991.83495814307,0.341
1991.83510083714,0.278
1991.83627283105,0.257
1991.83632800609,0.304
1991.83675799087,0.246
1991.83681506849,0.347
1991.83687024353,0.347
1991.83710045662,0.257
1991.83849695586,0.238
1991.83851598174,0.169
1991.83852549467,0.148
1991.83854832572,0.169
1991.8385825723,0.223
1991.83952435312,0.267
1991.83964041096,0.357
1991.83980974125,0.368
1991.84000951294,0.315
1991.84254946728,0.294
1991.84257990868,0.446
1991.84263508371,0.446
1991.84269216134,0.347
1991.8428652968,0.288
1991.84375,0.262
1991.84394977169,0.331
1991.84396689498,0.405
1991.84400494673,0.632
1991.84406202435,0.857
1991.84437785388,1.1
1991.84480403349,1.24
1991.84506278539,1.61
1991.84538242009,1.4
1991.84545091324,1.2
1991.84570776256,1.09
1991.84576674277,1.37
1991.84588089802,1.14
1991.84602359209,1.14
1991.84607876712,1.36
1991.84619292237,1.36
1991.84630898021,1.13
1991.84714421613,0.993
1991.8490696347,1.07
1991.8497412481,1.21
1991.85120814307,1.07
1991.85459284627,0.78
1991.85588089802,0.78
1991.85596270928,1.03
1991.85610540335,1.03
1991.85627853881,0.772
1991.85642123288,0.731
1991.85679033486,0.731
1991.85680745814,0.819
1991.85712138508,0.925
1991.85723744292,0.739
1991.85738013699,0.698
1991.85833333333,0.689
1991.8584760274,0.819
1991.85853310502,1.11
1991.85938736682,1.01
1991.85947298326,1.37
1991.85962709285,1.41
1991.85977739726,1.05
1991.85989155251,1.31
1991.86000761035,1.37
1991.8602739726,1
1991.86053082192,0.954
1991.86135844749,0.954
1991.86144216134,1.27
1991.8615848554,1.33
1991.86212709285,0.857
1991.86255517504,0.857
1991.86264269406,1.15
1991.86275494673,1.15
1991.86301369863,0.857
1991.86392503805,0.809
1991.86401255708,1.11
1991.86421423135,1.07
1991.86446727549,0.772
1991.86966133942,0.706
1991.86990106545,1.07
1991.87066780822,2.36
1991.87104832572,2.36
1991.87189307458,1.85
1991.8740848554,1.4
1991.87479071537,1.68
1991.87490296804,1.98
1991.87500761035,1.98
1991.87523211568,1.63
1991.87536339422,1.76
1991.87550608828,1.76
1991.87626712329,1.42
1991.88276065449,1.28
1991.88538812785,1.45
1991.8885825723,1.22
1991.88872146119,1.4
1991.88875570776,1.5
1991.88908675799,1.5
1991.88931697108,1.24
1991.88971651446,1.18
1991.88982115677,1.51
1991.89045852359,1.85
1991.89077245053,2.45
1991.89148401826,2.67
1991.89198630137,2.5
1991.89453386606,1.85
1991.89571917808,1.68
1991.89874429224,1.4
1991.89959855403,1.22
1991.9008542618,1.48
1991.90168378995,1.1
1991.90225456621,1.1
1991.90259703196,1.21
1991.90271118721,1.37
1991.90290905632,1.37
1991.90305365297,1.19
1991.90359398782,1.01
1991.90507800609,1.03
1991.90510844749,0.896
1991.90525114155,1.21
1991.90545091324,1.28
1991.90559360731,1.07
1991.90627853881,0.848
1991.90799086758,0.935
1991.90810312024,1.18
1991.90821917808,1.18
1991.90864535769,0.828
1991.90927321157,0.739
1991.91007229833,0.819
1991.91013127854,0.747
1991.91067351598,0.848
1991.91081621005,1.09
1991.91093987823,1.07
1991.91098554033,0.964
1991.91132800609,0.714
1991.91164383562,0.809
1991.91232876712,0.689
1991.91343987823,0.689
1991.91352739726,0.993
1991.91363964992,1.06
1991.91378234399,0.747
1991.91401255708,0.665
1991.91426750381,0.665
1991.91441019787,0.935
1991.91464041096,0.648
1991.91617960426,0.64
1991.91626712329,0.848
1991.91643835616,0.964
1991.91660768645,0.665
1991.91678082192,0.615
1991.91926369863,0.615
1991.91931887367,0.809
1991.91949200913,0.954
1991.91957762557,0.689
1991.91974695586,0.593
1991.9212043379,0.528
1991.92439878234,0.571
1991.92451484018,0.487
1991.92930936073,0.467
1991.9301369863,0.515
1991.93207572298,0.426
1991.93547374429,0.394
1991.94155251142,0.4
1991.94157914764,0.363
1991.94355022831,0.389
1991.94851407915,0.336
1991.94925608828,0.368
1991.95231164384,0.299
1991.95730593607,0.273
1991.96289764079,0.32
1991.96503995434,0.278
1991.96571727549,0.467
1991.97003234399,0.432
1991.97046993912,0.78
1991.97074771689,1.06
1991.97123287671,0.964
1991.97331430746,0.886
1991.97360730594,1.4
1991.9738565449,2.53
1991.97409436834,2.92
1991.97442922374,2.56
1991.9750456621,6.46
1991.97550228311,10.6
1991.97558789954,10.6
1991.97627283105,7.19
1991.9767218417,6.46
1991.97952054795,4.24
1991.98132420091,3.6
1991.98250570776,2.94
1991.98484589041,2.18
1991.98952435312,1.65
1991.99025684932,1.84
1991.99077245053,1.73
1991.99090563166,1.48
1991.99269216134,1.52
1991.99398782344,1.38
1991.9941000761,1.25
1991.99438546423,1.25
1991.99452054795,1.35
1991.99673515982,1.19
1991.99696347032,1.08
1991.99817161339,1.18
1992.00079528158,1.07
1992.00916818458,0.78
1992.00924787492,1.1
1992.00935602611,1.07
1992.00961976321,0.706
1992.01041476928,0.665
1992.01172586521,0.828
1992.01179227383,1.07
1992.01183781117,1.11
1992.01187765635,1.07
1992.01232164542,0.656
1992.01486604432,0.78
1992.01496850334,1.1
1992.0150975258,1.07
1992.01531003339,0.665
1992.01712773224,0.615
1992.01715998786,0.586
1992.01738957195,0.665
1992.01753187614,1.02
1992.01770074378,1.02
1992.01798914693,0.615
1992.01801571038,0.586
1992.0197499241,0.579
1992.02017683667,0.656
1992.02026411658,0.993
1992.02042539466,0.993
1992.02044247116,0.886
1992.02046903461,0.886
1992.02055631451,0.656
1992.02072518215,0.564
1992.02098322708,0.564
1992.0210667122,0.809
1992.02116158166,0.78
1992.02120901639,0.665
1992.02138167881,0.571
1992.02217099271,0.6
1992.02251252277,0.515
1992.02290907711,0.623
1992.02296599879,0.915
1992.02305327869,0.915
1992.02316522465,0.706
1992.02344983303,0.549
1992.02507210079,0.608
1992.02510245902,0.474
1992.02513091985,0.549
1992.02521440498,0.586
1992.02567167577,0.623
1992.02572859745,0.915
1992.02581397996,1.04
1992.02587090164,1.04
1992.02605494839,0.615
1992.0260701275,0.586
1992.02643822101,0.549
1992.02661088342,0.673
1992.02677975106,1.09
1992.02692205525,0.877
1992.02715163934,0.877
1992.02752163024,1.25
1992.02786316029,1.02
